	TBE07Jun07	TBE13Jun07	TBE27Jun07	TBE02Jul07	TBE12Jul07	TBE25Jul07	TBE31Jul07	TBE09Aug07	TBE20Aug07	TBE27Aug07	TBE17Sep07	TBE01Oct07	TBE16Oct07	TBE05Nov07	TBE14Nov07	TBE30Apr08	TBE22May08	TBE29May08	TBE13Jun08	TBE24Jun08	TBE01Jul08	TBE08Jul08	TBE15Jul08	TBE22Jul08	TBE29Jul08	TBE05Aug08	TBE12Aug08	TBE19Aug08	TBE25Aug08	TBE09Sep08	TBE20Sep08	TBE04Oct08	TBE23Oct08	TBE29May09	TBE03Jun09	TBE08Jun09	TBE23Jun09	TBE29Jun09	TBE07Jul09	TBE13Jul09	TBE21Jul09	TBE27Jul09	TBE03Aug09	TBE11Aug09	TBE18Aug09
TE03207|TBL_comb48_EPIDRAFT_1000721	0.276793	0.217486	1.16915	1.28632	1.81283	0.396696	0.311746	0.437337	0.692723	0.973912	6.15576	0.46502	1.33532	0.794702	0.611817	0.0111934	0.0711525	0	0.0315628	0.28612	0.336383	0.104985	0.461696	0.0577681	4.27828	0.962588	0.52554	0.895814	1.80687	1.17021	0.743079	0.468693	2.49866	11.9795	14.1358	0.590013	5.02338	2.29935	2.12603	1.52188	0.80704	0.259163	0.644851	0.574048	0.532166
TE03207|TBL_comb48_EPIDRAFT_1000867	0.277741	0.435933	1.13326	1.40208	2.02887	0.45051	0.568405	0.679738	0.977131	1.33859	6.47114	0.567134	1.59068	1.03144	0.566878	0	0.0193831	0	0.0671795	0.229999	0.345466	0.133876	0.549635	0.0439176	4.19148	1.17593	0.485507	1.12572	2.14057	1.12523	0.892909	0.373267	2.86097	13.7203	14.7895	0.823218	5.51743	2.52272	2.53388	1.9089	0.710307	0.175213	0.691931	0.535931	0.924133
TE03207|TBL_comb48_EPIDRAFT_1000875	0.283431	0.256416	0.973148	1.19444	1.53348	0.404921	0.264099	0.63723	0.969736	1.04755	6.10758	0.392424	1.29782	0.657999	0.498769	0.0402723	0.01657	0	0.0551019	0.298313	0.309808	0.0371363	0.620444	0.0281659	3.87458	1.09678	0.419675	0.833699	1.89101	1.09219	0.85907	0.446968	2.53898	11.583	13.5312	0.541363	4.4501	2.28308	2.23047	1.78297	0.664983	0.203891	0.622265	0.623594	0.538962
TE03207|TBL_comb48_EPIDRAFT_1000994	0.267075	0.321388	1.15401	1.34946	1.94333	0.365406	0.381857	0.553147	0.764634	1.04151	6.67047	0.456583	1.53144	0.835423	0.686804	0.0157855	0.00891341	0	0.0384869	0.190995	0.353121	0.0838442	0.624941	0.0809995	4.22008	1.26112	0.430921	0.951362	1.9751	1.17301	0.880753	0.346031	2.20488	13.2735	14.5222	0.525186	4.79451	2.83754	1.93927	1.69765	0.722594	0.199632	0.735882	0.57986	0.659581
TE03207|TBL_comb48_EPIDRAFT_1000998	0.262338	0.223503	1.09348	1.49896	1.87713	0.376653	0.479277	0.633566	0.826787	1.03351	6.52825	0.591132	1.60195	0.863327	0.875236	0.019494	0.0592404	0	0.0286901	0.162322	0.234602	0.127964	0.527419	0.0745726	4.5143	1.06369	0.435335	0.997403	2.10912	1.16269	0.943038	0.464866	2.30734	13.3296	14.7764	0.626949	4.98532	2.57107	2.04553	1.63557	0.803654	0.323013	0.574181	0.577163	0.823624
TE03207|TBL_comb48_EPIDRAFT_1001029	0.211705	0.167711	0.995081	1.13004	1.44297	0.241587	0.266072	0.45943	0.670233	0.802226	5.50563	0.342194	1.0082	0.53075	0.641507	0.0483327	0.032507	0	0.0169091	0.170203	0.290626	0.122106	0.439969	0.0745419	3.83868	0.909187	0.379867	0.886881	1.6236	1.03871	0.777365	0.282133	2.14765	11.7655	13.3348	0.564924	4.97518	2.28416	2.41977	1.72532	0.552728	0.361183	0.523814	0.514126	0.58396
TE03207|TBL_comb48_EPIDRAFT_1001150	0.36869	0.261584	1.34011	1.37751	1.80717	0.420681	0.451722	0.696168	0.951026	1.36222	6.38325	0.542359	1.53621	0.846425	0.801147	0.0217447	0.055052	0	0.0331952	0.153945	0.478009	0.0963695	0.812829	0.0172017	4.54244	1.26066	0.469839	1.05199	1.72441	1.03675	0.899442	0.36601	2.42829	14.5616	15.9044	0.671754	5.29226	2.93745	2.52311	1.83421	0.83179	0.226787	0.635563	0.687177	0.738908
TE03207|TBL_comb48_EPIDRAFT_1001192	0.345775	0.220059	0.866366	1.09073	1.54161	0.262882	0.327756	0.443524	0.537348	0.899591	5.51237	0.588932	1.33809	0.742551	0.473648	0.0132683	0.0709186	0	0.0234875	0.145466	0.399444	0.0945308	0.436451	0.0767212	3.78988	0.873046	0.437172	0.722933	1.92342	1.17262	0.747822	0.275737	2.31311	12.7842	14.7692	0.595916	4.87112	2.0701	2.25614	1.92036	0.795373	0.136864	0.558395	0.561444	0.792174
TE03207|TBL_comb48_EPIDRAFT_1001248	0.225699	0.335622	1.36426	1.22326	1.71256	0.381517	0.476356	0.581529	0.788096	0.882088	5.91461	0.498875	1.3132	0.640107	0.47258	0.0149566	0.0250054	0	0.0517685	0.181687	0.272479	0.072379	0.532855	0.0243	3.1005	1.08489	0.419106	0.667721	1.30427	1.01687	0.837929	0.33614	2.14442	11.4815	12.6171	0.578029	4.31802	2.15689	1.75888	1.78167	0.590885	0.208834	0.484393	0.641654	0.838874
TE03207|TBL_comb48_EPIDRAFT_1001573	0.412672	0.302581	1.2361	1.19828	1.88503	0.477232	0.370168	0.50101	0.723458	1.38761	5.77021	0.57726	1.5588	0.926974	0.753204	0.00759478	0.0134282	0	0.075124	0.0833589	0.379697	0.0129974	0.543078	0.0494024	4.19266	1.23847	0.398236	1.04258	1.61419	0.956261	0.918654	0.255255	1.71219	13.1684	13.4761	0.580058	4.74894	2.66152	1.96935	1.88847	0.629847	0.295303	0.490839	0.688913	0.595111
TE03207|TBL_comb48_EPIDRAFT_1001636	0.477811	0.361697	1.49691	1.47501	2.41695	0.716395	0.429166	0.713142	1.10396	1.23247	8.06503	0.458475	1.83682	1.11153	0.92398	0.0674823	0.0670539	0	0.0855504	0.165552	0.327736	0.0487374	0.865574	0.0874148	5.69984	1.4547	0.794526	1.36834	2.60859	1.49439	1.08787	0.501136	3.80444	18.0177	19.7418	0.880336	7.44259	3.05711	2.51262	2.3025	1.10806	0.40005	0.907622	0.683327	1.08945
TE03207|TBL_comb48_EPIDRAFT_1001842	0.0178728	0.0329618	0.113018	0.12332	0.265109	0.0466608	0.1858	0.577559	0.768005	0.792822	8.60716	0.0170566	0.452637	0.036382	0	0	0.0511452	0	0.0231366	0.394341	0.0994259	0	0.380355	0.0285676	4.07145	0.752852	0.276469	0.883969	0.952307	0.758676	0.270652	0.393207	0.492942	9.02991	6.80643	0.180688	3.72406	2.73435	0	1.44697	1.60952	1.18258	1.22342	1.1177	1.49416
TE03207|TBL_comb48_EPIDRAFT_1001900	0.371842	0.293414	1.27963	1.49093	1.70412	0.287835	0.368457	0.677585	0.944628	0.954614	5.93914	0.652738	1.44887	0.5856	0.646266	0.0146291	0.0376152	0	0.00961142	0.169027	0.254709	0.172305	0.489838	0.0770553	4.22215	1.0683	0.416896	1.16763	2.20235	1.37051	1.19029	0.278488	2.19256	12.4449	14.4396	0.583219	5.17196	2.65292	2.47017	1.96014	0.790533	0.263494	0.909497	0.664811	0.591028
TE03207|TBL_comb48_EPIDRAFT_1001910	0.180735	0.31523	1.32535	1.31022	1.91528	0.331425	0.446528	0.763287	0.903041	1.24902	7.09002	0.658792	1.71401	0.78636	0.636019	0	0.037689	0	0.0270829	0.251984	0.239873	0.0952447	0.727962	0.0275995	4.789	1.38065	0.477491	1.19102	2.0773	1.00324	1.00531	0.48396	2.75606	13.4727	15.3553	0.650052	6.17799	2.91632	2.43041	1.98041	0.807531	0.310264	0.600055	0.759917	0.790704
TE03207|TBL_comb48_EPIDRAFT_1001939	0.435107	0.39728	1.53104	1.6504	2.31253	0.507948	0.478958	0.688562	0.819582	1.57348	6.68903	0.526587	2.237	1.07449	0.742885	0.0181134	0.054548	0	0.0527159	0.252824	0.37099	0.118078	0.450132	0.032492	4.56994	1.33517	0.514142	0.994564	2.02825	1.19264	0.987796	0.416899	2.5334	13.432	14.7004	0.771383	5.39819	2.57697	2.37617	1.69371	0.572195	0.311507	0.62317	0.635527	0.738188
TE03207|TBL_comb48_EPIDRAFT_1002012	0.243954	0.373771	1.42291	1.75613	1.9916	0.452927	0.314306	0.601323	0.873149	1.28088	7.38774	0.694085	1.81878	0.731492	0.591207	0	0.0600684	0	0.0185659	0.145442	0.336515	0.027287	0.799587	0.0897436	5.47339	1.44504	0.512667	1.15219	2.16871	1.08513	1.12651	0.276029	2.78466	16.5143	17.439	0.718643	5.81926	3.56381	2.63547	1.90423	0.67248	0.348869	0.610083	0.901296	0.732845
TE03207|TBL_comb48_EPIDRAFT_1002116	0.31077	0.331863	1.16511	1.14411	1.98589	0.316327	0.387187	0.634374	0.934896	1.06536	6.50826	0.377926	1.35957	0.954221	0.621478	0.0192463	0.0440603	0	0	0.179399	0.297007	0.0262558	0.38048	0.0351445	4.5505	0.98295	0.51943	1.00867	1.65853	0.873909	0.992647	0.496802	2.53732	14.0823	15.3715	0.748473	5.74003	2.93994	2.23726	1.85013	0.97024	0.191627	0.581845	0.863854	0.627967
TE03207|TBL_comb48_EPIDRAFT_1002124	0.327107	0.240866	1.05953	1.11128	1.42725	0.243446	0.222034	0.488596	0.617842	1.05223	6.03176	0.520435	1.63768	0.604299	0.986664	0.0331126	0.059608	0	0.075684	0.170717	0.356438	0.130175	0.476607	0.0584033	3.66458	1.0427	0.603238	1.01295	1.77597	1.12234	0.983721	0.397644	2.71634	12.4638	14.0327	0.372439	4.82386	2.44514	2.00125	1.49875	0.659576	0.21932	0.748712	0.553314	0.651553
TE03207|TBL_comb48_EPIDRAFT_1002134	0.238548	0.272035	1.09599	1.53668	1.53564	0.380604	0.485347	0.592798	0.786711	1.11938	6.78891	0.686574	1.89676	1.09376	0.725371	0.0519596	0.0101249	0	0.0569532	0.315432	0.356705	0.12052	0.684277	0.051784	4.0887	1.15536	0.535833	0.737615	1.89271	1.22279	0.781382	0.473226	2.45364	13.2314	13.7665	0.485993	5.63344	2.50927	1.80276	1.77417	0.661646	0.237695	0.525441	0.611567	0.744038
TE03207|TBL_comb48_EPIDRAFT_1002141	0.272122	0.477897	1.41931	1.28941	1.94448	0.214968	0.560479	0.525331	0.722531	1.20395	7.57341	0.624769	1.81252	0.978838	0.607436	0.0133886	0.035627	0	0.0797043	0.270674	0.363717	0.13871	0.605931	0.0252462	4.52858	1.16584	0.549819	0.9835	1.89491	1.25312	0.824213	0.374713	2.19341	15.3384	16.6471	0.585154	5.66637	3.06003	2.44725	1.41388	0.65431	0.251757	0.611724	0.602561	0.645135
TE03207|TBL_comb48_EPIDRAFT_1002216	0.308928	0.201435	1.20456	1.26424	2.04326	0.27235	0.278147	0.631035	0.73766	1.02587	6.42124	0.299894	1.14646	0.468302	0.456709	0.025049	0.018359	0	0.0206637	0.150959	0.140332	0.0281765	0.429627	0.0527866	4.76765	1.31091	0.493134	0.975547	1.89266	1.17915	0.870468	0.37534	2.40899	14.2342	15.7216	0.596343	5.0357	2.58313	2.13268	1.87166	0.827547	0.216506	0.553752	0.512307	0.698792
TE03207|TBL_comb48_EPIDRAFT_1002290	0.339335	0.314938	1.18332	1.19051	1.71629	0.253275	0.379101	0.518322	1.01448	1.62931	5.56376	0.640978	1.5923	0.775185	0.691211	0.0802279	0.0650732	0	0.0897337	0.206227	0.244874	0.0695344	0.738147	0.0362207	4.61647	1.01525	0.529874	0.908041	2.42353	1.27329	0.750732	0.339344	2.14614	13.4615	13.6847	0.624769	5.52149	2.57967	2.21224	2.00501	0.575632	0.229715	0.386055	0.870165	0.640943
TE03207|TBL_comb48_EPIDRAFT_1002333	0.333489	0.338269	1.10467	1.60031	1.63543	0.288619	0.345971	0.518095	0.713229	1.76119	5.58619	0.728715	1.88153	0.941447	0.609712	0.0171246	0.0255671	0	0.0158718	0.204675	0.26089	0.109734	0.822893	0.0140242	4.64386	1.0338	0.35627	0.98832	1.39062	0.919795	0.977324	0.396354	2.03678	12.4331	13.5957	0.39908	4.11555	2.52808	2.31406	1.42355	0.907187	0.264768	0.542566	0.655917	0.592385
TE03207|TBL_comb48_EPIDRAFT_1002379	0.308139	0.228087	1.28484	1.41299	1.48092	0.374215	0.45033	0.806401	0.853241	1.14008	7.21614	0.605329	1.668	0.691336	0.696889	0.0210262	0.015242	0	0.0442284	0.223025	0.430647	0.19568	0.840784	0.0372232	4.60323	1.32512	0.366311	1.19573	2.45711	1.05515	0.960336	0.486809	2.27718	13.9512	15.2245	0.759783	5.50086	2.68821	2.62321	2.07788	0.71951	0.240744	0.667687	0.658998	0.873882
TE03207|TBL_comb48_EPIDRAFT_1002388	0.228358	0.212183	1.29564	1.686	1.7568	0.289737	0.491368	0.610056	0.826145	1.32362	6.36021	0.720101	1.71078	0.955531	0.920278	0	0	0	0.0176475	0.194162	0.247218	0.113409	0.630841	0.0149901	4.9654	1.27663	0.538504	1.03312	2.11617	1.22051	0.797364	0.42865	2.59355	12.7279	13.7934	0.571564	4.81006	2.71484	1.98509	2.12501	0.539462	0.170147	0.571181	0.70971	0.709296
TE03207|TBL_comb48_EPIDRAFT_1002557	0.377589	0.154493	0.940513	1.04901	1.32375	0.354704	0.603085	0.593913	0.863592	1.35128	6.15561	0.625693	1.87073	0.895918	0.64204	0.0133834	0.0355508	0	0.054894	0.286963	0.252451	0.144877	0.521537	0.0214017	3.63748	1.10598	0.477069	0.981469	1.86003	1.25151	0.90098	0.27148	1.96593	12.9754	12.9492	0.543812	5.56955	2.6096	2.07295	1.98628	0.99102	0.206348	0.737547	0.720843	0.72
TE03207|TBL_comb48_EPIDRAFT_1002662	0.3054	0.248427	1.08976	1.20201	1.76826	0.268047	0.338584	0.711701	0.746836	0.923876	5.99322	0.391766	1.28477	0.53859	0.825908	0.0326715	0.0201359	0.0179124	0.0306456	0.182893	0.324499	0.017616	0.587388	0.0343815	3.51395	0.740256	0.652425	1.04567	2.03775	1.22673	0.669462	0.326822	3.07238	12.3973	12.8732	0.624066	4.55451	2.35399	2.14029	1.52117	1.07023	0.244912	0.676	0.737403	0.788989
TE03207|TBL_comb48_EPIDRAFT_1002696	0.328844	0.210642	1.13182	1.39474	1.7574	0.373261	0.535759	0.657011	0.75971	1.22093	6.21317	0.533608	1.46751	1.04305	0.956896	0.0496926	0	0	0.100008	0.298879	0.258875	0.0958084	0.598468	0.0749515	4.17971	0.969832	0.375726	0.994187	1.77735	0.867653	0.879501	0.425356	3.09596	12.5506	12.881	0.506117	5.21872	1.88966	2.0688	1.58112	0.612351	0.217684	0.79469	0.677147	0.787766
TE03207|TBL_comb48_EPIDRAFT_1002733	0.31965	0.324506	1.21359	1.3597	1.87036	0.456248	0.589912	0.336139	1.09324	1.12362	5.51487	0.669045	1.70162	0.819551	0.710221	0	0.0413969	0	0.0646889	0.199217	0.339663	0.182848	0.460466	0.0969692	5.02764	0.978046	0.414186	1.00749	1.77048	1.10061	0.990037	0.296221	2.27946	12.3019	14.2414	0.622082	4.9755	2.28524	1.97046	1.26077	0.65399	0.255697	0.605872	0.470804	0.525608
TE03207|TBL_comb48_EPIDRAFT_1002854	0.495756	0.221219	1.01956	1.75462	1.93531	0.304672	0.399492	0.608528	0.977048	1.02819	6.27805	0.654247	1.83823	0.828822	1.06219	0.0313513	0.0152618	0	0	0.205488	0.45822	0.0449005	0.638274	0.0457614	4.3146	1.25077	0.522375	0.748314	2.2124	1.03567	0.620167	0.347971	3.15739	12.3386	15.2673	0.764278	5.47473	2.27066	2.03647	2.11165	0.83364	0.172139	0.400228	0.782891	0.567849
TE03207|TBL_comb48_EPIDRAFT_1002908	0.324841	0.25749	1.34034	1.5942	2.02756	0.464646	0.682663	0.637812	1.07519	1.66345	7.80813	0.46145	2.03012	0.974849	0.593279	0.0238137	0.0180883	0	0.0519377	0.253545	0.440968	0.145213	0.762301	0.0162177	5.73854	1.49672	0.678293	1.19988	2.25718	1.26529	1.03031	0.433723	1.73772	13.6027	15.0893	0.763214	4.50434	2.81588	1.39135	1.52507	0.661088	0.28005	0.81724	0.533847	0.531438
TE03207|TBL_comb48_EPIDRAFT_1002971	0.49086	0.261986	1.41038	1.45844	2.54963	0.59343	0.237399	0.60095	1.30705	1.65023	8.14481	0.648934	1.71204	1.02619	0.873361	0	0	0	0.0450798	0.278905	0.444604	0.170528	0.584708	0	4.9619	1.3534	0.764527	0.992555	2.15903	1.31713	0.981235	0.457369	3.29835	17.7662	18.3042	0.709396	6.50718	3.28684	2.59039	1.73771	1.21188	0.338085	0.598708	0.559415	1.12424
TE03207|TBL_comb48_EPIDRAFT_1003169	0.242744	0.342374	0.98335	1.28481	1.59082	0.472469	0.344325	0.318797	0.814538	1.17841	5.65031	0.480459	1.34723	0.69588	0.449902	0.0238162	0	0	0.0433119	0.0892006	0.238567	0.0275933	0.607413	0.0150538	4.12914	1.0998	0.482301	0.827618	1.72715	0.895031	0.90938	0.230158	2.46376	11.9434	12.131	0.394124	4.62497	2.05936	1.88181	1.76998	0.692983	0.253432	0.394429	0.467608	0.704289
TE03207|TBL_comb48_EPIDRAFT_1003256	0.173761	0.270922	0.857577	1.33261	1.46672	0.287627	0.324509	0.617566	0.596754	0.741679	4.98702	0.508195	1.31776	0.870931	0.697615	0.0182146	0.0438088	0	0.0488291	0.212746	0.207941	0.0729691	0.466667	0	3.49796	1.00674	0.535338	0.800702	1.37397	0.710823	0.854184	0.268066	2.21231	10.9148	12.3327	0.807053	4.49711	2.45257	1.9074	1.57011	0.471197	0.217395	0.640843	0.380496	0.562969
TE03207|TBL_comb48_EPIDRAFT_1003369	0.347649	0.321383	0.938587	0.951433	2.02476	0.550354	0.378069	0.692114	0.921285	1.33809	7.03682	0.550141	1.83542	1.04979	0.45019	0	0.0214792	0	0	0.259349	0.260177	0.0537363	1.00262	0	4.35096	1.04456	0.537208	0.986509	2.09931	1.16529	1.18372	0.478877	2.66229	13.1269	16.1268	0.588218	5.66476	2.81325	2.13745	1.55083	0.982918	0.191968	0.685115	0.609207	0.653693
TE03207|TBL_comb48_EPIDRAFT_1003438	0.362218	0.344119	1.28615	1.13491	1.78844	0.3663	0.561591	0.756284	0.782865	1.59562	6.65575	0.689388	1.95547	0.700727	0.781188	0.032803	0.11708	0	0.021594	0.0745329	0.383163	0.0770214	0.433144	0.0780728	5.29576	1.12117	0.427814	0.931617	1.771	1.12645	1.18529	0.28549	2.5595	13.2323	14.4935	0.689234	4.89458	2.48142	2.40964	1.65785	0.796227	0.210526	0.563888	0.948781	0.627333
TE03207|TBL_comb48_EPIDRAFT_1003454	0.125369	0.253353	0.43914	0.712187	0.892646	0.189965	0.291864	0.295786	0.331921	0.759894	6.77419	0.355822	1.1508	0.703448	0.453236	0.0275753	0.0382794	0	0.0404528	0.194735	0.334024	0.0216019	0.676019	0.0332282	3.7565	1.23197	0.543037	1.08522	1.2824	1.08355	1.04527	0.418967	3.4643	15.9015	17.8288	0.894119	6.09655	2.94075	2.66703	2.00099	0.843153	0.257188	0.671398	0.6389	1.04246
TE03207|TBL_comb48_EPIDRAFT_1003695	0.241878	0.258552	1.24525	1.25151	1.93131	0.381764	0.332307	0.647421	0.65059	1.11443	6.27993	0.355628	1.20573	0.827912	0.816668	0	0.0561093	0	0.0716556	0.259217	0.267591	0.159252	0.745617	0.0247509	4.18131	1.17325	0.512053	1.02894	1.99743	1.25345	1.10262	0.50344	2.59517	13.4348	15.7445	0.650632	4.6471	3.14765	2.18106	1.44451	0.869574	0.302533	0.412689	0.886333	0.578758
TE03207|TBL_comb48_EPIDRAFT_1003701	0.118474	0.124088	0.658715	0.862473	1.35803	0.170897	0.193449	0.294263	0.392729	0.602771	6.0571	0.285085	0.850509	0.419431	0.57184	0.0208397	0	0	0.0627886	0.112036	0.109797	0.0795887	0.439713	0.0596156	3.97229	1.24088	0.731958	0.855705	1.90859	0.854421	0.768274	0.486692	2.45595	15.1694	16.2126	0.639646	5.07364	2.5055	2.38185	2.0523	0.801479	0.197372	0.553375	0.430274	0.566191
TE03207|TBL_comb48_EPIDRAFT_1003723	0.459342	0.272802	0.85794	1.43592	1.92938	0.294992	0.402765	0.758482	0.811784	0.870502	5.83922	0.421568	1.70311	0.968321	0.6099	0.0365137	0.0249044	0.0192684	0.0396866	0.266446	0.420411	0.0431863	0.5349	0.0569039	4.53594	0.978945	0.413409	1.19967	1.97665	1.17488	0.967462	0.410325	2.69177	10.7604	13.7474	0.508114	4.04767	2.71399	2.60436	1.63467	0.728821	0.229659	0.480954	0.262364	0.675472
TE03207|TBL_comb48_EPIDRAFT_1003728	0.210423	0.241105	0.832299	1.08563	1.60742	0.315653	0.298864	0.373503	0.680306	1.04759	6.5625	0.465965	1.2024	0.666563	0.630588	0	0.0218336	0	0.0390173	0.326577	0.337609	0.112456	0.370535	0.0256463	3.42751	1.08258	0.412105	0.617173	1.92334	0.716347	0.853124	0.434864	2.30441	12.8168	14.4672	0.740426	5.46611	2.83033	2.12896	1.93746	0.488117	0.131557	0.591999	0.772849	0.564683
TE03207|TBL_comb48_EPIDRAFT_1003828	0.539853	0.414418	1.37729	1.61581	1.96976	0.770649	0.751684	0.8367	1.16825	1.35199	8.89386	0.873266	1.97188	1.32965	0.72733	0.0303094	0	0	0.0209297	0.332244	0.441189	0.0903437	0.65264	0.107165	5.04482	1.62353	0.814355	1.3406	2.55724	1.47038	1.08463	0.516856	3.27624	17.9889	19.2766	0.854567	6.767	3.59292	3.06491	2.30767	0.938829	0.227168	0.905309	0.862937	0.940935
TE03207|TBL_comb48_EPIDRAFT_1003843	0.153619	0.340736	0.812672	1.3413	1.55455	0.50814	0.36597	0.576014	0.866892	1.24931	6.20793	0.50717	1.41672	0.763047	0.482014	0.0285111	0.0459162	0	0	0.186509	0.288388	0.0208377	0.590669	0.0308733	4.34174	1.43449	0.478247	1.27583	2.08758	1.22887	1.45876	0.327907	1.92851	13.4374	12.4172	0.446138	5.18117	2.52833	2.03383	1.93109	0.782168	0.118771	0.342739	0.862262	0.479717
TE03207|TBL_comb48_EPIDRAFT_1003950	0.203716	0.293864	1.24839	1.34051	1.88487	0.341188	0.49699	0.530733	0.801828	0.997851	6.51331	0.531123	1.17287	0.778817	0.509692	0.0497635	0	0	0.0504833	0.168747	0.180086	0.124677	0.567791	0.0521954	4.22147	0.8547	0.276118	1.07699	1.63598	1.14629	1.07621	0.434259	2.36125	12.3556	13.3897	0.662538	4.89946	2.28879	1.86031	1.89361	0.72172	0.214378	0.523451	0.543039	0.767204
TE03207|TBL_comb48_EPIDRAFT_1004019	0.258969	0.330318	1.08775	1.38429	1.07375	0.256863	0.35296	0.635444	0.889288	1.2382	4.75228	0.413299	1.01928	0.764751	0.616223	0.0463547	0.0783908	0.0241304	0.0521966	0.128241	0.169137	0.0175496	0.424842	0.0811724	3.31234	0.987805	0.389227	1.04605	1.8971	0.752552	0.680798	0.392593	2.75229	10.6562	12.9336	0.506216	4.30503	2.07211	1.77664	1.47059	0.842478	0.130766	0.384012	0.675926	0.536251
TE03207|TBL_comb48_EPIDRAFT_1004042	0.314267	0.272349	1.40451	1.57784	2.19381	0.57946	0.503333	0.888804	0.92338	1.69652	9.89102	1.02476	1.93002	1.08897	0.85561	0	0	0	0.11082	0.269774	0.278149	0.0759549	0.651414	0.0950662	5.16865	1.55024	0.728832	1.25959	1.95994	1.72266	1.11675	0.185716	2.54251	17.0198	19.5738	0.972298	6.62029	3.29235	2.60037	2.77572	1.15608	0.413435	0.833461	0.653505	1.01388
TE03207|TBL_comb48_EPIDRAFT_1004062	0.105517	0.187075	0.886194	1.20042	1.44253	0.382211	0.340565	0.475246	0.605765	0.868813	5.51411	0.41096	0.841667	0.478518	0.482217	0.0288124	0.0148189	0	0.0551785	0.116279	0.369541	0.0868086	0.26336	0	2.43877	0.737229	0.553681	0.916813	1.06618	0.693157	0.835308	0.349309	1.69476	10.952	12.8265	0.346948	3.91769	2.01119	2.1029	1.38147	0.382617	0.182256	0.495724	0.597828	0.435883
TE03207|TBL_comb48_EPIDRAFT_1004078	0.123382	0.218008	0.955245	1.56947	1.5667	0.296044	0.204326	0.352831	0.36723	0.499122	4.46668	0.261399	0.626456	0.407094	0.372855	0.0469813	0.0320062	0	0.0165643	0.239503	0.202177	0.11799	0.540158	0.0734227	3.2241	0.853251	0.364654	0.755765	1.17143	1.36933	0.673373	0.303297	2.45602	10.0042	12.5208	0.39967	4.45168	1.9511	1.50923	1.23962	0.505601	0.149144	0.451989	0.592198	0.464858
TE03207|TBL_comb48_EPIDRAFT_1004124	0.304559	0.25805	1.41782	1.31696	2.08517	0.372304	0.513095	0.825693	1.08036	1.20166	6.65317	0.558301	1.74743	0.830773	0.834939	0.0577837	0.0446142	0	0	0.201903	0.280513	0.0651909	0.482496	0.0226795	3.69248	0.986954	0.322837	0.783243	1.7907	1.05347	0.732987	0.332928	3.45247	13.8835	13.8128	0.452552	5.69935	2.53877	1.85839	1.72553	0.691168	0.334033	0.707619	0.774804	0.469327
TE03207|TBL_comb48_EPIDRAFT_1004188	0.342678	0.289777	1.23743	1.47408	1.99664	0.324902	0.583585	1.15055	1.16363	1.51548	6.79272	0.755107	1.5212	0.799799	0.655203	0.0238122	0.0537695	0	0.0696012	0.0626889	0.113985	0.0926196	0.540619	0	4.18073	1.02853	0.497708	0.934571	1.42222	1.10898	1.06897	0.375378	2.6745	13.3279	14.3929	0.506443	5.16396	2.42798	0.830516	1.71377	0.585169	0.238292	0.502406	0.605596	0.531372
TE03207|TBL_comb48_EPIDRAFT_1004374	0.273399	0.179567	0.566833	1.07241	0.872673	0.377241	0.29636	0.381453	0.568473	0.897241	4.82297	0.444009	1.31784	0.738588	0.624031	0.0217165	0.0203727	0	0.022625	0.236784	0.348143	0.0671219	0.347766	0.0488143	2.69639	1.04289	0.457664	0.652259	1.47182	0.819062	0.732963	0.289811	2.13919	10.55	12.5579	0.838138	3.55021	1.55881	1.79075	1.50434	0.607073	0.233399	0.350792	0.640338	0.467815
TE03207|TBL_comb48_EPIDRAFT_1004496	0.202687	0.209003	0.857362	0.945429	1.20017	0.442489	0.405262	0.174057	0.558178	0.802877	5.08903	0.222091	0.872845	0.688695	0.453073	0	0.0250591	0	0.0946487	0.202339	0.309783	0.0817774	0.540439	0.0712261	3.41545	0.663952	0.717386	0.674534	1.79875	1.06578	0.92982	0.234766	2.23429	13.8147	14.5814	0.493734	5.74782	2.78755	1.75219	1.7523	0.904059	0.100118	0.620779	0.432215	0.740028
TE03207|TBL_comb48_EPIDRAFT_1004787	0.495574	0.275148	1.60481	1.61807	1.78302	0.805939	0.417282	0.600394	0.664122	1.24625	7.05885	0.712408	1.62626	0.82492	0.836334	0	0.0722743	0	0.0332022	0.194972	0.43072	0.123551	0.762116	0.193369	4.62955	0.936453	0.592296	1.11623	1.94106	1.34274	1.0016	0.486939	2.29142	13.6587	14.0861	0.603874	5.5298	2.11508	2.15812	1.66272	0.743782	0.182087	0.69118	0.799162	0.720882
TE03207|TBL_comb48_EPIDRAFT_1005109	0.193408	0.567203	1.42313	1.41057	1.55354	0.426404	0.299473	0.4708	0.542839	0.653022	5.48597	0.350122	1.44429	0.928452	0.529533	0.0345359	0	0	0.0827454	0.326861	0.182894	0.0724302	0.513281	0	4.13721	1.04394	0.54731	1.0298	1.49749	1.19311	1.20129	0.242191	2.6526	10.8821	13.4635	0.403012	4.85344	1.88482	2.01286	1.64645	0.705973	0.225902	0.590155	0.537216	0.6465
