"","Verrucomicrobiales_2582580521","Verrucomicrobia_2582580523","Puniceicoccales_2582580524","Opitutae_2582580546","Verrucomicrobia_2582580559","Verrucomicrobiales_2582580573","Verrucomicrobiales_2582580593","Spartobacteria_2582580607"
"pfam13469",1,0,0,0,0,0,0,0
"pfam13470",1,3,0,0,0,0,0,1
"pfam13471",0,0,0,0,0,0,0,0
"pfam13472",7,4,15,11,2,2,10,6
"pfam13473",0,0,0,0,0,0,0,0
"pfam13474",0,0,0,0,0,0,0,0
"pfam13475",0,0,0,0,0,0,0,0
"pfam13476",1,2,0,0,0,0,0,0
"pfam13477",0,0,0,0,0,0,0,0
"pfam13478",0,0,0,0,0,0,0,0
"pfam13479",0,0,0,0,0,0,0,0
"pfam13480",0,0,0,0,0,0,0,1
"pfam13481",0,0,0,0,0,0,0,0
"pfam13482",1,0,0,0,0,0,0,0
"pfam13483",0,0,0,0,0,0,0,0
"pfam13484",1,0,1,1,0,2,0,1
"pfam13485",0,0,0,0,0,0,1,1
"pfam13486",0,0,0,0,0,0,0,0
"pfam13487",0,0,0,0,1,0,0,0
"pfam13488",1,0,0,0,0,0,0,0
"pfam13489",0,1,1,0,0,0,2,6
"pfam13490",0,0,0,0,0,0,0,0
"pfam13491",1,1,1,1,1,1,1,1
"pfam13492",0,0,0,0,0,0,0,1
"pfam13493",0,0,0,0,0,0,0,0
"pfam13495",0,1,0,0,0,0,0,0
"pfam13499",0,0,0,0,0,1,0,1
"pfam13500",1,1,2,1,0,1,1,2
"pfam13501",0,0,0,0,0,0,0,0
"pfam13502",1,1,1,1,1,2,1,2
"pfam13503",0,0,0,0,0,0,0,0
"pfam13505",0,0,0,3,1,0,0,0
"pfam13506",0,0,0,0,0,0,0,1
"pfam13507",1,1,0,0,0,1,1,1
"pfam13508",0,0,0,1,2,1,0,0
"pfam13509",1,0,0,0,0,1,1,0
"pfam13510",1,1,0,1,2,0,1,3
"pfam13511",0,0,0,0,0,0,0,0
"pfam13512",0,0,0,0,0,0,0,0
"pfam13513",0,0,0,0,0,0,0,0
"pfam13514",0,0,0,0,0,0,0,0
"pfam13515",0,0,0,0,0,0,0,0
"pfam13516",0,0,0,0,0,0,1,1
"pfam13517",2,1,3,1,1,0,4,3
"pfam13518",0,0,0,0,0,0,0,0
"pfam13519",1,2,2,3,0,1,1,6
"pfam13520",0,0,0,0,0,0,2,2
"pfam13521",1,1,0,0,0,0,1,1
"pfam13522",0,0,1,1,1,0,1,1
"pfam13523",0,0,0,0,0,0,0,0
"pfam13524",0,0,0,0,0,0,0,0
"pfam13525",0,1,0,1,0,4,1,3
"pfam13527",0,0,0,0,0,0,0,0
"pfam13528",0,0,0,0,0,0,0,0
"pfam13529",1,1,0,0,0,0,1,4
"pfam13530",0,0,0,0,0,0,0,0
"pfam13531",0,0,0,0,0,0,0,2
"pfam13532",1,1,0,0,0,0,0,0
"pfam13533",2,3,0,2,0,0,0,2
"pfam13534",0,0,0,0,1,0,0,0
"pfam13535",0,0,0,0,0,0,0,0
"pfam13536",0,0,0,0,0,0,0,0
"pfam13537",0,0,1,1,1,0,1,2
"pfam13538",0,0,1,0,0,0,0,2
"pfam13539",0,0,0,0,0,0,0,0
"pfam13540",0,0,0,0,0,0,0,0
"pfam13541",1,1,1,1,0,0,0,1
"pfam13542",0,0,0,0,0,1,0,0
"pfam13545",0,0,0,0,0,0,0,0
"pfam13546",0,0,0,0,0,0,0,0
"pfam13547",0,0,0,0,0,0,0,0
"pfam13548",1,0,0,0,0,0,0,0
"pfam13549",0,0,0,0,0,0,0,0
"pfam13550",0,0,0,0,0,0,0,0
"pfam13551",0,0,0,0,0,0,0,0
"pfam13552",0,0,0,0,0,0,0,0
"pfam13555",1,0,0,0,0,0,0,0
"pfam13556",0,0,0,0,0,0,0,0
"pfam13557",0,1,0,0,0,1,1,2
"pfam13558",2,0,0,0,0,0,0,0
"pfam13559",0,0,0,0,0,0,0,0
"pfam13560",1,2,0,0,1,1,0,0
"pfam13561",3,2,3,4,2,5,10,13
"pfam13562",0,0,0,0,0,0,0,0
"pfam13563",0,0,0,0,0,0,0,0
"pfam13564",0,0,0,0,0,0,2,2
"pfam13565",0,0,0,0,0,0,0,0
"pfam13566",0,0,0,0,0,0,0,0
"pfam13567",1,0,0,0,0,1,0,1
"pfam13568",0,0,0,0,0,0,0,0
"pfam13570",0,3,0,0,1,0,1,3
"pfam13572",0,0,0,0,0,0,0,0
"pfam13573",0,0,0,0,0,0,0,0
"pfam13575",0,0,0,0,0,0,0,0
"pfam13576",0,0,0,0,0,0,0,0
"pfam13577",0,0,0,0,0,0,0,0
"pfam13578",0,1,0,0,0,0,0,1
"pfam13579",0,0,1,0,2,0,1,2
"pfam13580",0,0,0,0,0,0,2,1
"pfam13581",0,0,0,0,1,0,0,0
"pfam13582",0,0,0,0,0,0,0,0
"pfam13583",0,0,0,0,0,0,0,0
"pfam13584",2,1,1,1,0,1,1,3
"pfam13585",0,0,0,0,0,0,0,0
"pfam13586",0,0,0,0,0,0,0,0
"pfam13588",0,0,0,0,0,0,0,1
"pfam13589",2,2,1,1,1,1,1,2
"pfam13590",0,0,0,0,0,0,0,0
"pfam13591",0,0,0,0,0,0,0,0
"pfam13592",0,0,0,0,0,0,0,0
"pfam13593",0,0,0,0,0,0,0,0
"pfam13595",0,0,0,0,0,0,0,0
"pfam13596",0,0,0,0,0,0,0,0
"pfam13597",0,0,0,0,0,0,0,0
"pfam13598",0,0,2,1,0,1,0,0
"pfam13599",0,0,0,0,0,0,0,0
"pfam13600",0,0,2,0,0,0,0,0
"pfam13601",1,0,0,0,0,0,1,1
"pfam13602",0,0,0,0,0,1,0,0
"pfam13603",0,0,0,1,0,0,0,1
"pfam13604",0,0,1,0,1,0,0,1
"pfam13606",0,0,0,0,0,0,0,0
"pfam13607",0,0,0,0,0,0,0,0
"pfam13609",0,0,0,0,0,0,0,0
"pfam13610",0,0,0,0,0,0,0,0
"pfam13612",0,0,0,0,0,0,0,0
"pfam13613",0,0,0,0,0,0,0,0
"pfam13614",2,5,3,1,2,2,1,3
"pfam13616",0,2,0,0,0,1,1,2
"pfam13617",0,0,0,0,0,0,0,0
"pfam13618",0,0,1,0,0,0,1,0
"pfam13619",0,0,0,0,0,0,0,1
"pfam13620",0,0,0,0,0,0,0,0
"pfam13621",0,0,0,0,0,0,0,0
"pfam13622",0,0,0,0,0,0,0,0
"pfam13623",0,0,0,0,0,0,0,0
"pfam13624",1,2,0,1,1,2,1,3
"pfam13625",0,0,0,0,0,0,0,0
"pfam13627",0,0,0,0,0,0,0,0
"pfam13628",0,0,0,0,0,0,0,1
"pfam13629",0,0,0,0,0,0,0,0
"pfam13630",0,0,0,0,0,0,0,0
"pfam13631",0,0,0,0,0,0,0,0
"pfam13632",1,1,0,0,0,1,0,1
"pfam13634",0,0,0,0,0,0,0,0
"pfam13635",0,8,0,0,1,2,0,0
"pfam13636",0,0,0,0,0,0,0,0
"pfam13637",0,0,0,0,0,0,0,0
"pfam13638",1,1,1,1,0,0,0,1
"pfam13640",1,1,0,0,0,0,0,0
"pfam13641",1,0,0,0,1,2,1,1
"pfam13643",0,0,0,0,0,0,0,2
"pfam13644",0,0,0,0,0,0,0,0
"pfam13645",0,0,0,0,0,0,0,0
"pfam13646",2,1,1,1,3,0,3,7
"pfam13648",0,0,0,0,0,0,0,0
"pfam13649",2,0,3,2,0,1,3,5
"pfam13650",1,0,1,1,0,0,0,0
"pfam13651",0,0,0,0,0,0,0,0
"pfam13653",0,0,0,0,0,0,0,0
"pfam13654",0,0,0,0,0,0,0,0
"pfam13655",0,0,0,0,0,0,0,0
"pfam13657",1,3,0,0,0,0,0,0
"pfam13660",0,0,0,0,0,0,0,0
"pfam13661",0,0,0,0,0,0,0,0
"pfam13662",1,1,1,1,1,1,0,0
"pfam13664",0,0,0,0,0,0,0,0
"pfam13665",0,0,0,0,0,0,0,0
"pfam13667",0,1,1,1,0,0,0,1
"pfam13668",0,0,0,0,0,0,0,0
"pfam13669",0,0,0,0,0,0,0,0
"pfam13670",0,0,0,0,0,0,0,0
"pfam13671",1,0,1,0,0,0,0,0
"pfam13672",2,1,0,0,0,1,1,2
"pfam13673",0,0,0,0,2,1,0,1
"pfam13675",0,0,0,0,0,0,0,0
"pfam13676",0,0,0,0,0,0,0,1
"pfam13677",0,0,0,0,0,0,0,0
"pfam13679",0,0,0,0,0,0,0,1
"pfam13681",0,0,0,0,0,0,0,0
"pfam13682",0,0,0,0,0,0,0,0
"pfam13683",0,0,0,1,0,0,0,0
"pfam13684",0,0,0,0,0,0,0,0
"pfam13685",0,0,0,0,0,0,0,0
"pfam13686",0,0,0,0,0,0,0,0
"pfam13687",0,0,0,0,0,0,0,0
"pfam13688",0,0,0,0,0,0,0,0
"pfam13689",0,0,0,0,0,0,0,1
"pfam13690",0,0,0,0,0,0,0,0
"pfam13691",0,0,0,0,0,0,0,0
"pfam13692",0,2,1,0,0,1,1,6
"pfam13698",0,0,0,0,0,0,0,0
"pfam13699",0,0,0,0,0,0,0,0
"pfam13700",0,0,0,0,0,0,0,0
"pfam13701",0,0,0,0,0,0,0,1
"pfam13704",0,0,0,0,0,0,0,1
"pfam13707",0,1,0,0,0,0,0,0
"pfam13709",0,1,0,0,2,0,1,1
"pfam13710",1,1,0,0,1,0,1,1
"pfam13711",0,0,0,0,1,0,0,0
"pfam13712",0,0,0,0,0,0,0,0
"pfam13714",0,0,0,0,0,0,0,0
"pfam13715",0,0,0,0,0,0,0,0
"pfam13717",0,0,0,0,0,0,0,0
"pfam13719",0,0,0,0,0,0,0,0
"pfam13720",1,1,2,1,1,1,1,2
"pfam13721",0,0,0,0,0,0,0,0
"pfam13722",0,1,0,0,0,0,0,1
"pfam13723",0,0,0,0,0,0,0,0
"pfam13727",0,0,1,1,1,1,0,1
"pfam13728",0,0,0,0,0,0,0,0
"pfam13729",0,0,0,0,0,0,0,0
"pfam13730",0,0,0,0,0,0,0,0
"pfam13731",0,0,0,0,0,0,0,0
"pfam13732",0,1,0,0,0,0,0,0
"pfam13734",0,0,0,0,0,0,0,0
"pfam13735",1,1,0,0,0,1,0,0
"pfam13737",0,0,0,0,0,0,0,0
"pfam13738",0,0,0,0,0,0,1,0
"pfam13739",1,0,0,0,0,0,0,0
"pfam13740",1,0,0,0,0,1,0,0
"pfam13742",1,2,0,1,1,0,0,2
"pfam13743",0,0,0,0,0,0,0,0
"pfam13744",0,0,0,0,0,0,0,0
"pfam13746",0,1,0,0,0,0,0,2
"pfam13747",0,0,0,0,0,0,0,0
"pfam13748",0,0,0,0,0,0,0,0
"pfam13749",0,1,0,0,0,0,0,0
"pfam13750",0,0,0,0,0,0,0,0
"pfam13751",0,0,0,0,0,0,0,1
"pfam13753",0,0,0,0,0,0,0,0
"pfam13755",0,0,0,0,0,0,0,0
"pfam13756",0,0,0,0,0,0,0,0
"pfam13759",0,0,0,0,0,0,0,0
"pfam13761",0,0,0,0,0,0,0,0
"pfam13763",0,0,0,0,0,0,0,0
"pfam13767",0,0,0,0,0,0,0,0
"pfam13768",2,0,1,0,0,0,0,3
"pfam13769",0,0,0,0,0,0,0,0
"pfam13770",0,0,0,0,0,0,0,0
"pfam13772",0,0,0,0,0,0,0,0
"pfam13773",0,0,0,0,0,0,0,0
"pfam13776",0,0,0,0,0,0,0,0
"pfam13777",0,0,0,0,0,0,0,0
"pfam13778",0,0,0,0,0,0,0,1
"pfam13779",0,0,0,0,0,0,0,1
"pfam13781",1,0,0,0,0,0,0,0
"pfam13783",0,0,0,0,0,0,0,0
"pfam13784",0,1,0,0,0,0,0,1
"pfam13785",0,0,0,0,0,0,0,0
"pfam13787",0,0,0,0,0,0,0,0
"pfam13788",0,0,0,0,0,0,0,0
"pfam13793",1,1,1,1,1,1,0,1
"pfam13794",0,0,0,0,0,0,0,0
"pfam13795",1,1,2,1,0,0,0,1
"pfam13796",0,0,0,0,0,0,0,0
"pfam13801",0,0,0,0,0,0,0,0
"pfam13802",0,0,0,0,0,0,0,0
"pfam13803",0,0,0,0,0,0,0,0
"pfam13806",0,0,0,0,0,0,0,0
"pfam13807",0,1,0,0,1,0,0,0
"pfam13808",0,2,0,0,0,0,0,0
"pfam13809",0,0,0,0,0,0,0,0
"pfam13810",0,0,0,0,0,0,0,0
"pfam13811",0,0,0,0,0,0,0,0
"pfam13813",0,0,0,0,0,0,0,0
"pfam13814",0,0,0,0,0,0,0,0
"pfam13817",0,0,0,0,0,0,0,1
"pfam13822",0,0,0,0,0,0,0,0
"pfam13823",0,0,0,0,0,0,0,0
"pfam13826",0,0,0,0,0,0,0,0
"pfam13827",0,0,0,0,0,0,0,0
"pfam13828",1,0,0,0,0,0,0,0
"pfam13829",0,0,0,0,0,0,0,0
"pfam13830",0,0,0,0,0,0,0,0
"pfam13833",0,0,0,0,0,0,1,0
"pfam13834",0,0,0,0,0,0,0,0
"pfam13835",1,0,0,0,0,0,0,0
"pfam13840",0,1,0,0,1,0,1,1
"pfam13844",0,0,0,1,0,0,0,0
"pfam13845",0,0,0,0,0,0,0,0
"pfam13847",2,2,2,1,0,1,4,3
"pfam13852",0,0,0,0,0,0,0,0
"pfam13854",0,0,0,0,0,0,0,0
"pfam13855",0,0,0,0,1,0,0,0
"pfam13857",0,0,1,0,0,0,0,0
"pfam13858",0,0,0,0,0,0,0,0
"pfam13860",0,0,0,0,1,0,0,0
"pfam13861",0,0,0,0,0,0,0,0
"pfam13875",0,0,0,0,0,0,0,0
"pfam13876",0,0,0,0,0,0,0,0
"pfam13883",0,0,0,0,0,0,0,0
"pfam13884",0,0,0,0,0,0,0,0
"pfam13895",0,0,0,0,0,0,0,0
"pfam13899",2,2,3,1,1,3,2,3
"pfam13905",1,1,1,0,0,1,0,0
"pfam13906",0,0,0,0,0,0,0,0
"pfam13910",0,0,0,0,0,0,0,0
"pfam13911",0,0,0,0,0,0,0,0
"pfam13921",0,0,0,0,0,0,0,0
"pfam13924",0,0,0,0,0,0,0,0
"pfam13927",1,0,0,0,0,0,0,0
"pfam13930",0,0,0,0,0,0,0,0
"pfam13932",0,1,0,1,1,0,1,0
"pfam13936",0,0,0,0,0,0,0,0
"pfam13937",0,0,0,0,0,0,0,0
"pfam13938",0,0,0,0,0,0,0,0
"pfam13946",0,0,0,0,0,0,0,0
"pfam13953",0,0,0,0,0,0,0,0
"pfam13964",0,0,0,0,0,0,0,0
"pfam13972",0,0,0,0,0,0,0,0
"pfam13975",0,0,1,1,0,0,0,0
"pfam13977",0,0,0,0,0,0,0,0
"pfam13990",0,0,0,0,0,0,0,0
"pfam13994",0,0,0,0,0,0,0,0
"pfam13997",0,0,0,0,0,0,0,0
"pfam14008",0,0,0,0,0,0,0,0
"pfam14011",0,0,0,0,0,0,0,0
"pfam14012",0,0,0,0,0,0,0,0
"pfam14013",0,0,0,0,0,0,0,0
"pfam14014",1,0,0,0,0,0,0,0
"pfam14015",0,0,0,0,0,0,0,0
"pfam14016",0,0,0,0,0,0,0,0
"pfam14017",0,0,0,0,0,0,0,0
"pfam14018",0,0,0,0,0,0,0,0
"pfam14020",0,0,1,0,0,0,0,1
"pfam14022",0,0,0,0,0,0,0,0
"pfam14023",0,0,0,0,0,0,0,0
"pfam14024",0,0,0,0,0,0,0,0
"pfam14025",0,0,0,0,0,0,0,0
"pfam14026",0,0,0,0,0,0,0,0
"pfam14028",0,0,0,0,0,0,0,0
"pfam14029",0,0,0,0,0,0,0,0
"pfam14030",0,0,0,0,0,0,0,0
"pfam14031",0,0,0,0,0,0,1,0
"pfam14032",0,0,0,0,0,0,0,0
"pfam14041",0,0,0,0,0,0,0,0
"pfam14052",0,0,0,0,0,0,0,0
"pfam14054",0,0,0,0,0,0,0,0
"pfam14056",0,1,0,0,0,0,0,0
"pfam14057",0,0,0,0,1,0,0,0
"pfam14059",0,0,0,0,0,0,0,0
"pfam14060",0,0,0,0,0,0,0,0
"pfam14062",0,0,0,0,0,0,0,0
"pfam14063",0,0,0,0,0,0,0,0
"pfam14064",0,0,0,0,0,0,0,0
"pfam14065",0,0,0,0,0,0,0,0
"pfam14066",1,0,0,0,0,0,0,1
"pfam14067",0,0,0,0,0,0,0,0
"pfam14070",0,0,0,0,0,0,0,0
"pfam14072",0,0,0,0,0,0,0,0
"pfam14076",0,0,0,0,0,0,0,0
"pfam14078",0,0,0,0,0,0,0,0
"pfam14079",0,0,0,0,0,0,0,0
"pfam14080",0,0,0,0,0,0,0,0
"pfam14081",0,0,0,0,0,0,0,0
"pfam14082",0,0,0,0,0,0,0,0
"pfam14083",0,0,0,0,0,0,0,0
"pfam14085",0,0,0,0,0,0,0,0
"pfam14086",0,0,0,0,0,0,0,0
"pfam14088",0,0,0,0,0,0,0,0
"pfam14090",0,0,0,0,0,0,0,0
"pfam14092",0,0,0,0,0,0,0,0
"pfam14093",0,0,0,0,0,0,0,0
"pfam14094",0,0,0,0,0,0,0,0
"pfam14099",0,0,0,0,0,0,0,0
"pfam14100",1,2,3,0,0,0,3,2
"pfam14101",0,0,0,0,0,0,0,0
"pfam14102",0,0,0,0,0,0,0,0
"pfam14103",1,0,0,0,0,0,0,0
"pfam14104",0,0,0,0,0,0,0,0
"pfam14105",0,0,0,0,0,0,0,0
"pfam14106",0,0,0,0,0,0,0,0
"pfam14107",0,0,0,0,0,0,0,0
"pfam14108",0,0,0,0,0,0,0,0
"pfam14109",0,0,0,0,0,0,0,0
"pfam14110",0,0,0,0,0,0,0,0
"pfam14113",0,0,0,0,0,0,0,0
"pfam14114",0,0,0,0,0,0,0,0
"pfam14117",0,0,0,0,0,0,0,0
"pfam14119",0,0,0,0,0,0,0,0
"pfam14121",0,0,0,0,0,0,0,0
"pfam14123",0,0,0,0,0,0,0,0
"pfam14125",0,0,0,0,0,0,0,0
"pfam14126",0,0,0,0,0,0,0,0
"pfam14127",0,0,0,0,0,0,0,0
"pfam14128",0,0,0,0,0,0,0,0
"pfam14129",0,0,0,0,0,0,0,0
"pfam14134",0,0,0,0,0,0,0,0
"pfam14135",0,0,0,0,0,0,0,0
"pfam14136",0,0,0,0,0,0,0,0
"pfam14137",0,0,0,0,0,0,0,0
"pfam14155",0,0,0,0,0,0,0,0
"pfam14158",0,0,1,1,0,0,0,0
"pfam14159",0,0,0,0,0,0,0,0
"pfam14196",0,0,0,0,0,0,0,0
"pfam14198",0,0,0,0,0,0,0,0
"pfam14200",0,0,0,0,0,0,0,0
"pfam14213",0,0,0,0,0,0,0,0
"pfam14216",0,0,0,0,0,0,0,0
"pfam14217",0,0,0,0,0,0,0,0
"pfam14218",0,0,0,0,0,0,0,0
"pfam14219",0,0,1,0,0,0,0,0
"pfam14221",0,0,0,0,0,0,0,0
"pfam14224",0,0,0,0,0,0,0,0
"pfam14226",0,0,0,0,0,0,0,0
"pfam14229",1,1,0,0,0,1,0,0
"pfam14230",0,0,0,0,0,0,0,0
"pfam14231",0,0,0,0,0,0,0,0
"pfam14232",0,0,0,0,0,0,0,0
"pfam14233",0,0,0,0,0,0,0,0
"pfam14234",0,0,0,0,0,0,0,0
"pfam14235",0,0,1,0,0,0,0,1
"pfam14236",0,0,0,0,0,0,0,0
"pfam14237",2,5,1,1,0,3,1,2
"pfam14238",1,2,2,2,1,2,2,1
"pfam14239",0,0,0,0,0,0,0,0
"pfam14240",0,0,1,2,0,0,1,1
"pfam14242",0,0,0,0,0,0,0,0
"pfam14245",0,0,0,0,0,0,0,0
"pfam14247",0,0,0,0,0,0,0,0
"pfam14248",0,0,0,0,0,0,0,0
"pfam14249",0,0,0,0,0,0,0,0
"pfam14250",0,0,0,0,0,0,0,0
"pfam14251",0,0,0,0,0,0,0,0
"pfam14252",0,0,0,0,0,0,0,0
"pfam14254",0,0,0,0,0,0,0,0
"pfam14255",1,0,0,0,0,1,1,1
"pfam14256",0,0,0,0,0,0,0,0
"pfam14257",0,0,0,0,0,0,0,0
"pfam14258",0,0,0,0,0,0,0,0
"pfam14261",0,0,0,0,0,0,0,0
"pfam14264",0,0,0,0,0,0,0,0
"pfam14267",0,0,0,0,0,0,0,0
"pfam14268",0,0,0,0,0,0,0,0
"pfam14269",0,0,0,0,0,0,0,0
"pfam14271",0,0,0,0,0,0,0,0
"pfam14273",0,0,0,0,0,0,0,0
"pfam14274",0,0,0,0,0,0,0,0
"pfam14279",1,1,1,1,1,1,0,1
"pfam14280",0,0,0,0,0,0,0,0
"pfam14281",0,0,0,0,0,0,0,0
"pfam14282",0,0,0,0,0,0,0,0
"pfam14285",0,0,0,0,0,0,0,0
"pfam14286",0,0,0,0,0,0,0,0
"pfam14289",0,0,0,0,0,0,0,0
"pfam14292",0,0,0,0,0,0,0,0
"pfam14293",0,0,0,0,0,0,0,0
"pfam14294",0,0,0,0,0,0,0,0
"pfam14296",0,0,0,0,0,0,0,0
"pfam14300",0,0,0,0,0,0,0,0
"pfam14305",0,0,0,0,0,0,0,0
"pfam14306",0,0,0,0,0,0,0,0
"pfam14307",0,0,0,1,0,0,0,0
"pfam14310",0,0,0,0,0,0,0,0
"pfam14311",0,0,0,0,0,0,0,0
"pfam14312",0,0,0,0,0,0,0,0
"pfam14315",0,0,0,0,0,0,0,0
"pfam14316",0,0,0,0,0,1,0,3
"pfam14317",0,0,0,0,0,0,0,0
"pfam14319",0,0,0,0,0,0,0,0
"pfam14321",0,0,0,0,0,0,0,0
"pfam14322",0,0,0,0,0,0,0,0
"pfam14323",0,0,0,0,0,0,0,0
"pfam14326",0,0,0,0,0,0,0,0
"pfam14329",0,0,0,0,0,0,0,0
"pfam14331",0,0,0,0,0,0,0,0
"pfam14332",0,0,0,0,0,0,0,3
"pfam14333",0,0,0,0,0,0,0,0
"pfam14334",0,0,0,0,0,0,0,0
"pfam14335",0,0,0,0,0,0,0,0
"pfam14336",0,0,0,0,0,0,0,0
"pfam14338",1,0,0,0,0,0,0,0
"pfam14340",0,0,0,0,0,0,0,0
"pfam14341",0,0,0,0,0,0,0,0
"pfam14342",0,0,0,0,0,0,0,0
"pfam14343",0,0,0,0,0,0,0,0
"pfam14344",0,0,0,0,0,0,0,0
"pfam14345",0,0,0,1,0,0,1,0
"pfam14346",0,0,0,0,0,0,0,0
"pfam14347",0,0,0,0,0,0,0,0
"pfam14349",0,0,0,0,0,0,0,0
"pfam14352",0,0,0,0,0,0,0,0
"pfam14353",0,0,0,0,0,0,0,0
"pfam14355",0,0,0,0,0,0,0,0
"pfam14356",0,0,0,0,0,0,0,0
"pfam14357",0,0,0,0,0,0,0,0
"pfam14358",0,0,0,0,0,0,0,0
"pfam14359",0,0,0,0,0,0,0,0
"pfam14360",0,0,0,0,0,0,0,1
"pfam14361",0,0,0,0,0,0,1,0
"pfam14362",0,1,0,0,0,0,1,1
"pfam14366",0,0,0,0,0,0,0,0
"pfam14367",0,0,0,0,0,0,0,0
"pfam14371",1,0,0,0,0,0,0,1
"pfam14373",0,0,0,0,0,0,0,0
"pfam14375",0,0,0,0,0,0,0,1
"pfam14376",0,0,0,0,0,0,0,0
"pfam14378",0,0,0,0,0,0,0,0
"pfam14384",0,0,0,0,1,0,0,0
"pfam14385",0,0,0,0,0,0,0,0
"pfam14386",0,0,0,0,0,0,0,0
"pfam14388",0,0,0,0,0,0,0,0
"pfam14390",0,0,0,0,0,0,0,0
"pfam14391",0,0,0,0,0,0,0,0
"pfam14393",0,0,0,0,0,0,0,0
"pfam14395",0,0,0,0,0,0,0,0
"pfam14397",1,1,0,0,0,1,0,0
"pfam14399",0,0,0,0,0,0,0,0
"pfam14400",1,1,0,0,0,1,0,0
"pfam14401",0,0,0,0,0,0,0,0
"pfam14402",1,1,0,0,0,1,0,0
"pfam14403",0,1,0,1,0,0,1,2
"pfam14412",0,0,0,0,0,0,0,0
"pfam14413",0,0,0,0,0,0,0,0
"pfam14415",0,0,0,0,0,0,0,0
"pfam14417",0,0,0,0,0,0,0,0
"pfam14424",0,0,0,0,0,0,0,0
"pfam14430",0,0,0,0,0,0,0,0
"pfam14436",0,0,0,0,0,0,0,0
"pfam14437",1,0,1,1,0,1,0,1
"pfam14449",0,0,0,0,0,0,0,0
"pfam14450",0,1,0,0,1,0,0,1
"pfam14451",0,0,0,0,0,0,0,0
"pfam14452",0,0,0,0,0,0,0,0
"pfam14460",0,0,0,0,0,0,0,0
"pfam14462",0,0,0,0,0,0,0,0
"pfam14464",0,0,0,0,0,0,0,0
"pfam14470",0,0,0,0,0,0,0,0
"pfam14478",0,0,0,0,0,0,0,0
"pfam14486",0,0,0,0,0,0,0,0
"pfam14487",0,0,0,0,0,0,0,0
"pfam14488",0,0,0,0,0,0,0,0
"pfam14489",0,0,1,1,1,1,1,0
"pfam14490",0,0,1,0,1,0,0,1
"pfam14492",0,3,2,1,4,3,0,0
"pfam14493",0,0,0,0,0,0,0,1
"pfam14494",0,0,0,0,0,0,0,0
"pfam14495",0,0,0,0,0,0,0,0
"pfam14497",0,0,0,0,0,0,0,0
"pfam14498",1,0,0,0,0,0,0,0
"pfam14499",0,0,0,0,0,0,0,0
"pfam14501",0,0,0,0,0,0,0,0
"pfam14505",0,0,0,0,0,0,0,0
"pfam14508",0,0,0,0,0,0,0,0
"pfam14509",0,0,0,0,0,0,0,0
"pfam14511",0,0,0,0,0,0,0,0
"pfam14512",0,0,0,0,0,0,0,0
"pfam14514",0,0,0,0,0,0,0,0
"pfam14516",0,0,0,0,0,0,0,0
"pfam14518",0,0,0,0,0,0,0,0
"pfam14520",0,1,5,3,3,4,1,4
"pfam14521",0,0,0,0,0,0,0,0
"pfam14522",0,1,1,1,0,1,1,2
"pfam14524",0,0,0,0,0,1,0,0
"pfam14525",0,0,0,0,0,0,0,1
"pfam14526",0,0,0,0,0,0,0,0
"pfam14527",0,0,0,0,0,0,0,0
"pfam14528",0,0,0,0,0,0,0,0
"pfam14532",0,1,0,0,0,1,0,0
"pfam14534",0,2,1,0,0,1,1,0
"pfam14535",0,1,0,0,0,0,0,0
"pfam14537",0,0,0,0,0,0,0,0
"pfam14539",0,0,0,0,0,0,0,0
"pfam14542",0,0,0,0,0,0,0,0
"pfam14550",0,0,0,0,0,0,0,0
"pfam14552",0,0,0,0,0,0,0,0
"pfam14559",1,3,0,0,1,1,1,2
"pfam14561",0,0,0,0,0,0,0,0
"pfam14567",0,0,0,0,0,0,0,0
"pfam14568",0,0,0,0,0,0,0,0
"pfam14572",1,1,1,1,1,1,0,1
"pfam14574",0,0,0,0,1,0,0,0
"pfam14579",1,1,0,0,0,0,1,3
"pfam14581",0,0,0,0,0,0,0,0
"pfam14583",0,0,0,0,0,0,0,1
"pfam14584",0,0,0,0,0,0,0,0
"pfam14587",0,0,0,0,0,0,0,0
"pfam14588",1,1,0,0,0,1,2,2
"pfam14591",0,0,0,0,0,0,0,0
"pfam14592",0,0,0,0,0,0,1,0
"pfam14595",0,0,0,0,0,0,0,0
"pfam14597",0,0,0,0,0,0,0,1
"pfam14602",0,0,1,0,0,0,0,1
"pfam14606",0,0,0,1,0,0,1,0
"pfam14607",0,0,0,1,0,0,1,0
"pfam14614",0,0,0,0,0,0,0,0
"pfam14622",1,1,0,0,1,1,1,1
"pfam14659",0,0,0,0,0,0,0,0
"pfam14667",0,0,0,0,1,0,0,0
"pfam14681",0,0,0,0,0,0,1,1
"pfam14683",0,0,0,0,0,0,0,0
"pfam14684",0,1,0,0,0,0,0,0
"pfam14685",0,0,0,0,0,0,0,1
"pfam14686",0,0,0,0,0,0,0,0
"pfam14689",0,0,0,0,0,0,0,0
"pfam14690",0,0,0,0,0,1,0,0
"pfam14691",1,0,1,1,2,0,0,1
"pfam14693",1,1,1,1,1,1,0,1
"pfam14696",0,0,0,0,0,0,0,0
"pfam14697",0,0,0,0,0,0,0,0
"pfam14698",0,1,1,1,0,0,1,1
"pfam14701",0,0,0,0,0,0,0,0
