"","Verrucomicrobiales_2582580521","Verrucomicrobia_2582580523","Puniceicoccales_2582580524","Opitutae_2582580546","Verrucomicrobia_2582580559","Verrucomicrobiales_2582580573","Verrucomicrobiales_2582580593","Spartobacteria_2582580607"
"pfam14706",0,0,0,0,0,0,0,0
"pfam14707",1,0,2,4,0,1,2,0
"pfam14710",0,0,0,0,0,0,0,0
"pfam14711",0,0,0,0,0,0,0,0
"pfam14714",0,1,1,2,1,1,0,1
"pfam14715",0,1,0,0,0,0,0,2
"pfam14716",0,1,1,1,0,1,0,1
"pfam14717",0,0,0,0,0,0,0,0
"pfam14718",0,0,0,0,0,0,0,0
"pfam14720",0,0,0,0,0,0,0,0
"pfam14721",0,0,0,0,0,0,0,0
"pfam14725",0,0,0,0,0,0,0,0
"pfam14730",0,0,0,0,0,0,0,0
"pfam14742",0,0,0,0,0,0,0,0
"pfam14743",0,0,0,0,0,0,0,0
"pfam14748",0,1,1,1,1,1,1,0
"pfam14759",0,0,0,0,0,0,0,0
"pfam14765",0,0,0,0,1,0,0,0
"pfam14771",0,0,0,0,0,0,0,0
"pfam14785",0,0,0,0,0,0,0,0
"pfam14789",0,0,0,0,0,0,0,0
"pfam14790",0,0,0,0,0,0,0,0
"pfam14791",0,0,1,1,0,1,0,1
"pfam14792",0,0,0,0,0,0,0,1
"pfam14793",0,0,0,0,0,0,0,0
"pfam14801",0,0,0,0,0,0,0,0
"pfam14803",0,0,0,0,0,0,0,0
"pfam14804",0,0,0,0,0,0,0,0
"pfam14805",0,0,0,0,0,0,0,0
"pfam14814",0,0,0,0,0,0,0,0
"pfam14815",0,0,0,0,1,0,0,0
"pfam14819",0,0,0,0,0,0,0,0
"pfam14821",1,1,1,1,0,0,1,0
"pfam14824",0,0,0,0,1,0,0,0
"pfam14827",0,0,0,0,0,0,0,0
"pfam14832",0,0,0,0,0,0,0,0
"pfam14833",1,3,0,1,0,0,1,3
"pfam14834",0,0,0,0,0,0,0,0
"pfam14840",0,0,0,0,0,0,0,0
"pfam14841",0,0,0,0,0,0,0,0
"pfam14842",0,0,0,0,0,0,0,0
"pfam14845",0,0,0,0,0,0,0,0
"pfam14848",0,0,0,0,0,0,0,0
"pfam14849",1,1,1,1,0,1,1,1
"pfam14850",0,0,0,0,0,0,0,0
"pfam14853",0,0,0,0,0,0,0,0
"pfam14863",0,0,0,0,0,0,0,0
"pfam14864",0,0,0,0,0,0,0,0
"pfam14870",0,0,0,0,0,0,0,0
"pfam14871",0,0,0,0,0,2,0,0
"pfam14873",1,0,0,0,0,0,0,0
"pfam14882",0,0,0,0,0,0,0,0
"pfam14883",0,0,0,0,0,0,0,0
"pfam14885",0,0,0,0,0,0,0,0
"pfam14890",0,0,0,0,0,0,0,0
"pfam14891",0,0,0,0,0,0,0,0
"pfam14897",0,0,0,0,0,0,0,0
"pfam14899",0,0,0,0,0,0,0,0
"pfam14902",0,0,0,0,0,0,0,0
"pfam14903",0,0,0,0,0,0,0,0
"pfam14905",0,0,0,0,0,0,0,0
"pfam14907",0,0,0,0,0,0,0,0
"pfam14930",0,0,0,0,0,0,0,0
"pfam14934",0,0,0,0,0,0,0,0
"pfam14938",0,0,0,0,0,0,0,0
"pfam14956",0,0,0,0,0,0,0,0
"pfam15018",0,0,0,0,0,0,0,0
"pfam15071",0,0,0,0,0,0,0,0
"pfam15283",0,0,0,0,0,0,0,0
"pfam15416",0,0,0,0,0,0,0,0
"pfam15418",0,0,0,0,0,0,0,0
"pfam15420",0,0,0,0,0,0,0,0
"pfam15421",0,0,0,0,0,0,0,0
"pfam15428",0,0,0,0,0,0,0,0
"pfam15436",0,0,0,0,0,0,0,0
"pfam15461",0,0,0,0,0,0,0,0
"pfam15515",0,0,0,0,0,0,0,0
"pfam15521",0,0,0,0,0,0,0,0
"pfam15526",0,0,0,0,0,0,0,0
"pfam15528",0,0,0,0,0,0,0,0
"pfam15533",0,0,0,0,0,0,0,0
"pfam15535",0,0,0,0,0,0,0,0
"pfam15542",0,0,0,0,0,0,0,0
"pfam15566",0,0,0,0,0,0,0,0
"pfam15580",0,0,0,0,0,0,0,0
"pfam15592",0,0,0,0,0,0,0,0
"pfam15594",0,0,0,0,0,0,0,0
"pfam15607",0,0,0,0,0,0,0,0
"pfam15608",0,0,0,0,0,0,0,0
"pfam15609",0,0,0,0,0,0,0,0
"pfam15610",0,0,0,0,0,0,0,0
"pfam15611",0,0,0,0,0,0,0,0
"pfam15615",0,0,0,0,0,0,0,0
"pfam15617",0,0,0,0,0,0,0,0
"pfam15632",0,0,0,0,0,0,0,0
"pfam15639",0,0,0,0,0,0,0,0
"pfam15643",0,0,0,0,0,0,0,0
"pfam15655",0,0,0,0,0,0,0,0
"pfam15659",0,0,0,0,0,0,0,0
"pfam15711",0,0,0,0,0,0,0,0
"pfam15723",0,0,0,0,0,0,0,0
"pfam15731",0,0,0,0,0,0,0,0
"pfam15738",1,1,0,1,0,0,0,0
"pfam15780",0,0,0,0,0,0,0,0
"pfam15781",0,0,0,0,0,0,0,0
"pfam15864",0,0,0,0,0,0,0,0
"pfam15887",0,0,0,0,0,0,0,0
"pfam15889",0,0,0,0,0,0,0,0
"pfam15890",0,0,0,0,0,0,0,0
"pfam15891",0,0,0,0,0,0,0,0
"pfam15892",2,0,1,0,0,0,0,0
"pfam15899",0,0,0,0,0,0,0,0
"pfam15902",0,0,0,0,0,0,0,0
"pfam15916",0,0,0,0,0,0,0,0
"pfam15919",0,1,0,0,0,2,0,1
"pfam15937",0,1,0,0,0,0,0,0
"pfam15943",0,0,0,0,0,0,0,0
"pfam15970",0,0,0,0,0,0,0,0
"pfam15975",0,0,0,0,0,0,0,0
"pfam15976",0,0,0,0,0,0,0,0
"pfam15978",0,0,0,0,0,0,0,0
"pfam15979",0,0,0,0,0,0,0,0
"pfam16011",0,0,0,0,0,1,0,0
"pfam16022",0,0,0,0,0,0,0,0
"pfam16036",0,0,0,1,0,0,0,0
"pfam16068",0,0,0,0,0,0,0,0
"pfam16074",0,0,0,0,0,0,0,0
"pfam16075",0,0,0,0,0,0,0,0
"pfam16078",1,0,1,1,0,0,1,0
"pfam16092",0,0,0,0,0,0,0,0
"pfam16095",0,0,0,0,0,0,0,0
"pfam16106",0,0,0,0,0,0,0,0
"pfam16109",0,0,0,0,0,0,0,0
"pfam16113",0,0,0,0,0,0,0,0
"pfam16114",0,0,0,0,0,0,0,0
"pfam16115",0,0,0,0,0,0,0,0
"pfam16116",0,0,1,0,0,0,0,0
"pfam16117",0,0,0,0,0,0,0,0
"pfam16118",0,0,0,0,0,0,0,0
"pfam16119",0,0,0,0,0,0,0,0
"pfam16120",0,0,0,0,0,0,0,0
"pfam16123",0,0,0,0,0,0,0,0
"pfam16124",0,2,0,0,0,2,0,2
"pfam16125",0,0,0,0,0,0,0,0
"pfam16126",0,0,1,1,1,0,1,0
"pfam16130",0,0,0,0,0,0,0,0
"pfam16132",0,0,0,0,0,0,0,0
"pfam16133",0,0,0,0,0,0,0,0
"pfam16137",0,0,0,0,0,0,0,0
"pfam16138",0,0,0,0,0,0,0,0
"pfam16148",0,0,0,0,0,0,0,0
"pfam16149",0,0,0,0,0,0,0,0
"pfam16153",0,0,0,0,0,0,0,0
"pfam16155",0,0,0,0,0,0,0,0
"pfam16156",0,0,0,0,0,0,0,0
"pfam16158",0,0,0,0,0,0,0,0
"pfam16166",0,0,0,0,0,0,0,0
"pfam16168",0,0,0,0,0,0,0,0
"pfam16169",0,0,0,0,0,0,0,0
"pfam16173",0,0,1,0,0,0,0,0
"pfam16177",1,1,1,1,0,1,1,2
"pfam16184",0,0,0,0,0,0,0,0
"pfam16187",0,0,0,0,0,0,0,0
"pfam16188",0,0,0,0,0,0,0,0
"pfam16189",0,0,0,0,0,0,0,0
"pfam16192",0,0,0,0,0,0,0,0
"pfam16193",1,1,1,2,1,1,0,2
"pfam16197",0,0,0,0,0,0,0,0
"pfam16198",1,0,1,1,0,1,1,0
"pfam16199",0,0,0,0,0,0,0,0
"pfam16200",0,0,0,0,1,0,0,0
"pfam16203",0,0,0,0,0,0,0,0
"pfam16216",0,0,0,0,0,0,0,0
"pfam16217",0,0,0,0,0,0,0,0
"pfam16220",0,0,0,0,0,0,0,0
"pfam16221",0,0,0,0,0,0,0,0
"pfam16227",0,0,0,0,0,0,0,0
"pfam16231",0,0,0,0,0,0,0,0
"pfam16233",0,0,0,0,0,0,0,0
"pfam16234",0,0,0,0,0,0,0,0
"pfam16241",0,0,0,0,0,0,0,0
"pfam16242",0,0,0,0,0,0,0,0
"pfam16248",0,0,0,0,0,0,0,0
"pfam16250",0,0,0,0,0,0,0,0
"pfam16252",0,0,0,0,0,0,0,0
"pfam16254",0,0,0,0,0,0,0,0
"pfam16256",0,0,0,0,0,0,0,0
"pfam16257",0,0,0,0,0,0,0,2
"pfam16258",0,0,0,0,0,0,0,1
"pfam16261",0,0,0,0,0,0,0,0
"pfam16262",0,0,0,0,0,0,0,0
"pfam16264",0,0,0,0,0,0,0,0
"pfam16265",0,0,0,0,0,0,0,0
"pfam16266",0,0,0,0,0,0,0,0
"pfam16267",0,0,0,0,0,0,0,0
"pfam16268",0,0,0,0,0,0,0,0
"pfam16269",0,0,0,0,0,0,0,0
"pfam16271",0,0,0,0,0,0,0,0
"pfam16277",0,1,0,0,0,0,0,0
"pfam16285",0,0,0,0,0,0,0,0
"pfam16286",0,0,0,0,0,0,0,0
"pfam16290",0,0,0,0,0,0,0,0
"pfam16295",0,0,0,0,0,0,0,0
"pfam16296",0,0,0,0,0,0,0,0
"pfam16313",0,0,0,0,0,0,1,0
"pfam16314",0,0,0,0,0,0,0,0
"pfam16315",0,0,0,0,0,0,0,0
"pfam16316",1,0,0,1,1,0,0,1
"pfam16317",0,0,1,0,0,0,0,0
"pfam16320",0,0,1,0,1,1,1,1
"pfam16321",1,1,0,0,0,1,0,1
"pfam16324",0,0,0,0,0,0,0,0
"pfam16325",0,0,0,0,0,0,0,0
"pfam16326",0,2,2,3,0,1,1,1
"pfam16327",0,0,0,0,0,0,0,0
"pfam16331",0,0,0,0,0,0,0,0
"pfam16332",0,0,0,0,0,0,0,0
"pfam16334",0,0,0,0,0,0,0,0
"pfam16335",0,0,0,0,0,0,0,0
"pfam16338",0,0,0,0,0,0,0,0
"pfam16344",0,0,0,0,0,0,0,0
"pfam16347",4,1,4,6,0,0,5,1
"pfam16350",0,0,0,0,0,0,0,0
"pfam16352",0,0,0,0,0,0,0,0
"pfam16353",1,0,0,0,0,0,0,0
"pfam16355",0,0,0,0,0,0,0,0
"pfam16357",0,0,0,0,0,0,0,0
"pfam16360",1,1,1,0,0,1,0,1
"pfam16363",2,1,1,0,2,0,1,4
"pfam16370",0,0,0,0,0,0,0,0
"pfam16371",0,0,0,0,0,0,0,0
"pfam16375",0,0,0,0,0,0,0,0
"pfam16380",2,0,1,0,0,0,0,0
"pfam16383",0,0,0,0,0,0,0,0
"pfam16384",0,0,0,0,0,0,0,0
"pfam16385",1,0,1,2,0,0,1,1
"pfam16387",0,0,0,0,0,0,0,0
"pfam16392",0,0,0,0,0,0,0,0
"pfam16395",0,0,0,0,0,0,0,0
"pfam16396",0,0,0,0,0,0,0,0
"pfam16401",0,0,2,1,0,0,0,0
"pfam16403",0,0,0,0,0,0,0,0
"pfam16409",0,0,0,0,0,0,0,0
"pfam16410",0,0,0,0,0,0,0,0
"pfam16411",0,0,0,0,0,0,0,0
"pfam16412",0,0,0,0,0,0,0,0
"pfam16416",0,0,0,0,0,0,0,0
"pfam16437",0,0,0,0,0,0,0,0
"pfam16448",0,0,0,0,0,0,0,0
"pfam16450",0,0,0,0,0,0,0,0
"pfam16473",0,0,0,0,0,0,0,0
"pfam16479",0,0,0,0,0,0,0,0
"pfam16483",0,0,0,0,0,0,0,0
"pfam16490",0,0,0,0,0,0,0,0
"pfam16491",1,0,0,0,0,1,0,0
"pfam16499",0,0,0,0,0,0,0,0
"pfam16514",0,0,0,0,0,0,0,0
"pfam16524",0,0,0,0,0,0,0,0
"pfam16525",0,0,0,0,0,0,0,0
"pfam16536",0,0,0,0,0,0,0,0
"pfam16537",0,0,0,0,0,0,0,0
"pfam16538",0,0,0,0,0,0,0,0
"pfam16539",0,0,0,0,0,0,0,0
"pfam16542",0,0,0,0,0,0,0,0
"pfam16548",0,0,0,0,0,0,0,0
"pfam16552",0,0,0,0,0,0,0,0
"pfam16554",0,0,0,0,0,0,0,0
"pfam16561",0,0,0,0,0,0,0,1
"pfam16565",0,0,0,0,0,0,0,0
"pfam16576",2,3,4,3,2,2,4,10
"pfam16582",0,0,1,1,0,0,0,0
"pfam16584",0,0,0,0,0,0,0,0
"pfam16586",0,0,0,0,0,0,0,0
"pfam16593",0,0,0,0,0,0,0,0
"pfam16639",0,0,0,0,0,0,0,0
"pfam16640",0,0,0,0,0,0,0,0
"pfam16653",1,0,1,1,0,0,0,0
"pfam16655",0,0,0,0,0,0,0,0
"pfam16656",0,0,0,0,0,0,0,1
"pfam16657",0,0,0,0,0,0,0,0
"pfam16658",0,1,0,0,1,1,0,0
"pfam16661",0,0,0,0,0,0,0,0
"pfam16670",0,0,0,0,0,0,0,0
"pfam16677",0,0,0,0,0,0,0,0
"pfam16694",0,0,0,0,0,0,0,0
"pfam16697",0,0,0,0,1,0,1,1
"pfam16701",0,0,0,0,0,0,0,0
"pfam16702",0,0,0,0,0,0,0,0
"pfam16715",0,0,0,0,0,0,0,0
"pfam16730",0,0,0,0,0,0,0,0
"pfam16732",0,0,0,0,0,0,0,0
"pfam16734",0,0,0,0,0,0,0,0
"pfam16736",0,0,0,0,0,0,0,0
"pfam16738",0,0,0,0,0,0,0,0
"pfam16743",0,0,0,0,0,0,0,0
"pfam16745",0,0,0,0,0,0,0,0
"pfam16751",0,0,0,0,0,0,0,0
"pfam16754",0,0,0,0,0,0,0,0
"pfam16757",0,0,0,0,0,0,0,0
"pfam16760",0,0,0,0,0,1,0,0
"pfam16778",0,0,0,0,0,0,0,0
"pfam16785",0,0,0,0,0,0,0,0
"pfam16786",0,0,0,0,0,0,0,0
"pfam16789",0,0,0,0,0,0,0,0
"pfam16798",0,1,3,3,0,1,4,3
"pfam16804",0,0,0,0,0,0,0,0
"pfam16811",0,0,0,0,0,0,0,0
"pfam16816",0,0,0,0,0,0,0,0
"pfam16820",0,0,0,0,0,0,0,0
"pfam16822",0,0,1,0,0,0,1,2
"pfam16826",0,0,0,0,0,0,0,0
"pfam16841",1,0,0,0,0,0,0,0
"pfam16844",0,0,0,0,0,0,0,0
"pfam16845",0,0,0,0,0,0,1,0
"pfam16859",0,0,0,0,0,0,0,0
"pfam16861",0,0,1,0,0,0,0,1
"pfam16862",0,0,1,0,0,0,0,0
"pfam16864",0,0,0,0,1,0,0,0
"pfam16868",0,0,0,0,0,0,0,0
"pfam16870",0,1,1,1,0,0,1,1
"pfam16871",2,0,0,0,0,0,1,0
"pfam16874",0,0,0,0,0,0,0,0
"pfam16875",0,0,0,0,0,0,0,0
"pfam16877",0,0,0,0,0,0,0,0
"pfam16881",1,1,0,1,0,0,0,0
"pfam16884",0,0,0,0,0,0,0,0
"pfam16886",0,0,0,0,0,0,0,0
"pfam16889",0,0,1,0,0,0,0,0
"pfam16896",0,0,0,0,0,0,0,0
"pfam16901",0,0,0,0,0,0,0,0
"pfam16911",0,0,0,0,0,0,0,0
"pfam16912",0,0,0,0,0,0,0,2
"pfam16913",0,0,0,0,0,0,0,0
"pfam16916",1,1,0,1,1,1,1,1
"pfam16917",0,0,0,0,0,0,0,0
"pfam16918",0,0,0,0,0,0,0,0
"pfam16919",0,0,0,0,0,0,0,0
"pfam16921",0,1,0,0,0,0,0,1
"pfam16925",0,0,0,0,0,0,0,0
"pfam16927",0,0,0,0,0,0,0,1
"pfam16930",0,0,0,0,0,0,0,1
"pfam16932",0,0,0,0,0,0,0,0
"pfam16936",0,0,0,0,0,0,0,0
"pfam16940",0,0,0,0,0,0,0,0
"pfam16949",0,0,0,0,0,0,0,1
"pfam16952",0,0,0,0,0,0,0,0
"pfam16955",0,0,0,0,0,0,0,0
"pfam16957",0,0,0,0,0,0,0,0
"pfam16962",0,0,1,0,0,0,0,1
"pfam16976",0,0,0,0,0,0,0,0
"pfam16980",0,0,0,0,0,0,1,1
"pfam16989",0,0,0,0,0,0,0,0
"pfam16990",0,0,0,0,0,0,0,0
"pfam16994",0,0,0,0,0,0,0,0
"pfam16995",0,0,0,0,0,0,0,0
"pfam16998",0,0,0,0,0,0,0,0
"pfam17032",0,0,0,0,0,0,0,0
"pfam17042",0,0,0,0,0,0,0,0
"pfam17048",0,0,0,0,0,0,0,0
"pfam17067",0,0,0,0,0,0,0,0
"pfam17070",0,0,0,0,0,0,0,0
"pfam17092",0,0,0,0,0,0,0,0
"pfam17101",0,0,0,0,0,0,0,0
"pfam17102",0,0,0,0,0,0,0,0
"pfam17103",0,0,0,0,0,0,0,0
"pfam17116",0,0,0,0,0,0,0,0
"pfam17125",0,0,0,0,0,0,1,0
"pfam17127",0,0,0,0,0,0,0,0
"pfam17128",0,0,0,0,0,1,0,0
"pfam17131",1,0,0,0,1,1,1,1
"pfam17132",0,0,0,0,2,0,0,0
"pfam17134",0,0,0,0,0,0,0,0
"pfam17136",0,0,1,0,1,0,1,0
"pfam17137",0,0,0,0,2,0,0,0
"pfam17147",0,0,0,0,0,0,1,0
"pfam17148",0,0,0,0,0,0,1,0
"pfam17149",0,0,0,0,0,0,0,0
"pfam17150",0,0,0,0,0,0,0,0
"pfam17152",0,0,0,0,0,0,0,1
"pfam17159",0,0,0,0,0,0,0,0
"pfam17161",0,0,0,0,0,0,0,0
"pfam17162",0,0,0,0,0,0,0,0
"pfam17164",0,0,0,0,0,0,0,0
"pfam17167",0,0,0,0,2,0,0,0
"pfam17168",0,0,0,0,0,0,0,0
"pfam17170",0,0,0,0,0,0,0,0
"pfam17171",0,0,0,0,0,0,0,0
"pfam17172",0,0,0,0,0,0,0,0
"pfam17174",0,0,0,0,0,0,0,0
"pfam17179",0,0,0,0,0,0,0,0
"pfam17185",0,0,0,0,0,0,0,0
"pfam17186",0,0,0,0,0,0,1,1
"pfam17188",0,0,0,0,0,0,0,0
"pfam17189",0,0,0,0,0,0,0,0
"pfam17191",1,1,0,0,0,1,1,1
"pfam17194",0,0,0,0,0,0,0,0
"pfam17195",0,0,0,0,0,0,0,0
"pfam17200",0,0,0,0,0,0,0,0
"pfam17201",0,0,0,0,0,0,0,0
"pfam17202",0,0,0,0,0,0,0,0
"pfam17203",0,0,0,0,0,0,0,0
"pfam17209",0,0,0,0,0,0,0,0
"pfam17210",0,0,0,0,0,0,0,1
"K00001",0,1,1,3,0,0,3,3
"K00002",0,0,0,0,0,0,0,0
"K00003",1,1,2,1,1,1,0,1
"K00004",0,0,0,0,0,0,0,0
"K00005",0,0,0,0,0,0,0,0
"K00006",1,0,0,0,0,1,0,0
"K00007",0,0,0,0,0,0,0,0
"K00008",0,0,0,2,0,0,2,0
"K00009",0,0,0,0,1,0,0,0
"K00010",0,0,0,0,0,0,1,0
"K00011",0,0,0,0,0,0,0,0
"K00012",0,2,0,0,0,0,1,0
"K00013",1,0,1,1,1,0,0,0
"K00014",0,1,1,1,1,2,0,2
"K00015",0,0,0,0,0,0,0,1
"K00016",0,0,0,0,0,0,0,0
"K00018",0,0,0,0,0,0,0,1
"K00019",0,0,0,0,0,0,0,0
"K00020",0,1,0,1,0,0,0,0
"K00021",0,0,0,0,0,0,0,0
"K00022",0,0,0,0,0,0,0,0
"K00023",0,0,0,0,0,0,0,0
"K00024",0,1,1,2,0,1,1,1
"K00025",0,0,0,1,0,0,0,0
"K00027",0,0,0,0,0,0,0,0
"K00029",0,0,0,0,1,0,0,0
"K00030",0,0,0,0,0,0,0,0
"K00031",1,1,2,1,0,2,2,1
"K00032",0,0,0,0,0,0,0,0
"K00033",2,1,2,1,0,1,0,1
"K00034",0,0,0,0,0,0,1,0
"K00036",1,1,1,0,1,2,0,1
"K00038",0,0,0,0,0,0,0,0
"K00040",0,0,0,0,0,0,0,0
"K00041",0,0,0,0,0,0,0,0
"K00042",0,2,0,0,0,0,0,1
"K00045",0,0,0,0,0,0,0,0
"K00046",0,0,0,0,0,0,2,1
"K00050",0,0,0,0,0,0,0,0
"K00051",0,0,0,0,0,0,0,0
"K00052",1,1,0,1,1,0,1,1
"K00053",1,1,0,0,0,0,1,1
"K00054",0,0,0,0,0,0,0,0
"K00055",0,0,0,0,0,0,0,0
"K00057",1,1,0,1,0,2,1,1
"K00058",1,2,3,2,0,1,3,2
"K00059",2,2,1,1,1,3,5,6
"K00060",0,0,1,0,0,0,2,1
"K00064",0,1,0,0,0,0,0,0
"K00065",0,0,0,0,0,0,0,1
"K00066",0,0,0,0,0,0,0,0
"K00067",0,0,2,1,0,0,0,1
"K00068",0,0,0,0,1,0,0,0
"K00073",0,0,0,0,0,0,0,0
"K00074",0,0,0,0,0,0,0,0
"K00075",0,0,0,0,0,0,0,0
"K00076",0,0,0,0,0,0,0,0
"K00077",2,0,1,1,0,0,0,0
"K00082",0,0,0,0,0,0,0,1
"K00086",0,0,0,0,0,0,0,0
"K00087",0,0,0,0,0,0,0,0
"K00088",0,1,2,1,0,1,0,1
"K00090",0,0,0,0,0,0,0,0
"K00091",0,0,0,0,0,0,0,0
"K00096",0,0,0,0,0,0,0,0
"K00097",1,1,1,1,0,1,0,0
"K00098",0,0,0,0,0,0,0,0
"K00099",2,2,1,1,1,1,1,2
"K00100",0,0,1,0,0,0,1,1
"K00101",0,1,0,0,0,0,0,0
"K00102",0,0,0,0,0,0,0,0
"K00103",0,0,0,0,0,0,0,0
"K00104",0,2,1,2,0,1,2,2
"K00106",0,0,0,0,0,0,0,0
"K00107",0,0,0,0,0,0,0,0
"K00108",0,0,0,0,0,0,0,0
"K00109",0,0,0,0,0,0,0,0
"K00111",0,0,0,0,0,0,0,0
"K00112",0,0,0,0,0,0,0,0
"K00113",0,0,0,0,0,0,0,0
"K00114",0,0,0,0,0,0,0,0
"K00116",0,0,0,1,0,0,0,2
"K00117",1,2,1,1,0,0,1,1
"K00118",0,0,1,0,0,0,0,0
"K00121",0,0,0,0,0,0,1,0
"K00122",0,0,0,0,0,1,0,0
"K00123",0,0,0,0,0,0,1,1
"K00124",0,0,0,0,0,0,0,0
"K00125",0,0,0,0,0,0,0,0
"K00126",0,0,0,0,0,0,0,0
"K00127",0,0,0,0,0,0,0,0
"K00128",0,1,0,0,0,2,1,2
"K00129",0,0,0,0,0,0,0,0
"K00130",0,0,0,0,0,0,0,1
"K00131",0,0,0,0,0,0,0,0
"K00132",0,0,0,0,0,0,0,0
"K00133",0,0,1,1,0,1,1,0
"K00134",2,2,1,2,1,1,1,1
"K00135",0,0,0,0,0,0,0,0
"K00137",0,0,0,0,0,0,0,0
"K00138",0,0,0,0,0,0,0,0
"K00140",0,0,0,0,0,0,0,0
"K00141",0,0,0,0,0,0,0,0
"K00145",0,0,1,1,1,0,1,1
"K00146",0,0,0,0,0,0,0,0
"K00147",0,1,1,0,1,0,0,1
"K00148",0,0,0,0,0,0,0,0
"K00150",0,0,0,0,0,0,0,0
"K00151",0,0,0,0,0,0,0,0
"K00153",0,0,0,0,0,0,0,0
"K00154",0,0,0,0,0,0,0,0
"K00156",0,0,0,0,0,0,0,0
"K00161",0,2,1,1,1,2,1,3
"K00162",0,4,1,1,1,2,3,3
"K00163",0,0,0,0,0,0,0,0
"K00164",0,1,1,1,0,0,1,1
"K00166",0,1,0,0,0,1,1,1
"K00167",0,2,0,0,0,1,1,1
"K00169",0,0,0,0,0,0,0,0
"K00170",0,0,0,0,0,0,0,0
"K00171",0,0,0,0,0,0,0,0
"K00172",0,0,0,0,0,0,0,0
"K00174",0,0,0,0,0,0,1,1
"K00175",0,0,0,0,0,0,1,1
"K00176",0,0,0,0,0,0,0,0
"K00177",0,0,0,0,0,0,0,0
"K00179",0,0,0,0,0,0,0,0
"K00180",0,0,0,0,0,0,0,0
"K00183",0,0,0,0,0,0,0,0
"K00184",1,1,2,1,0,1,0,2
"K00185",1,0,1,1,0,0,0,1
"K00186",0,0,0,0,0,0,0,0
"K00187",0,0,0,0,0,0,0,0
"K00188",0,0,0,0,0,0,0,0
"K00194",0,0,0,0,0,0,0,0
"K00196",0,0,0,0,0,0,0,0
"K00197",0,0,0,0,0,0,0,0
"K00198",0,0,0,0,0,0,0,0
"K00200",0,0,0,0,0,0,0,0
"K00201",0,0,0,0,0,0,0,0
"K00202",0,0,0,0,0,0,0,0
"K00203",0,0,0,0,0,0,0,0
"K00207",0,0,0,0,0,0,0,0
"K00208",0,0,1,1,1,0,0,0
"K00209",0,1,2,1,0,1,1,1
"K00210",0,0,0,0,0,0,0,0
"K00213",0,0,0,0,0,0,0,0
"K00214",0,0,0,0,0,0,0,0
"K00215",0,2,0,1,0,1,0,1
"K00216",0,0,0,0,0,0,0,0
"K00217",0,0,0,0,0,0,0,0
"K00218",0,0,0,0,0,0,0,0
"K00219",0,0,0,0,0,0,0,0
"K00220",1,0,1,1,0,1,1,1
"K00221",0,0,0,0,0,0,0,0
"K00226",0,0,0,0,0,0,0,0
"K00227",0,0,0,0,0,0,0,0
"K00228",0,0,1,1,0,0,0,0
"K00230",0,0,0,0,0,0,0,0
"K00231",0,0,1,1,0,0,0,0
"K00232",0,0,0,0,0,0,0,0
"K00239",1,1,0,1,0,0,2,1
"K00240",1,1,0,2,0,1,1,1
"K00241",1,1,0,1,0,0,1,2
"K00242",0,0,0,0,0,0,0,0
"K00243",1,0,0,0,0,1,1,0
"K00244",0,0,0,0,0,0,0,0
"K00245",0,0,0,0,0,0,0,0
"K00246",0,0,0,0,0,0,0,0
"K00247",0,0,0,0,0,0,0,0
"K00248",0,0,0,0,0,0,0,0
"K00249",0,0,0,0,0,0,0,0
"K00252",0,0,0,0,0,0,0,0
"K00253",0,0,0,0,0,0,0,0
"K00254",1,1,1,1,0,1,2,0
"K00255",0,0,0,0,0,0,0,0
"K00256",0,0,0,0,0,0,0,0
"K00257",0,0,0,0,0,0,0,0
"K00259",0,0,0,0,0,0,0,1
"K00260",0,0,0,0,0,0,0,0
"K00261",2,0,0,0,0,0,1,0
"K00262",0,1,0,0,1,0,0,0
"K00263",0,0,0,0,0,0,0,0
"K00264",0,0,0,0,1,0,0,0
"K00265",2,2,0,0,1,0,0,0
"K00266",1,0,1,1,2,0,0,1
"K00273",0,0,0,0,0,0,0,0
"K00274",0,0,0,0,0,0,0,0
"K00275",1,1,0,1,0,1,1,1
"K00276",0,0,0,0,0,0,0,0
"K00278",0,1,1,2,1,1,1,1
"K00281",2,2,1,1,0,0,1,1
"K00282",0,0,0,0,0,0,0,0
"K00283",0,0,0,0,0,0,0,0
"K00284",3,1,3,1,1,1,0,1
"K00285",2,0,1,0,0,0,1,0
"K00286",0,1,1,1,1,1,1,0
"K00287",1,1,3,2,0,1,1,1
"K00288",0,0,0,0,0,0,0,0
"K00290",1,0,1,1,0,0,0,0
"K00292",0,0,0,0,0,0,0,0
"K00293",0,0,0,0,0,0,0,0
"K00294",0,0,0,0,0,0,0,0
"K00295",0,0,0,0,0,0,0,0
"K00297",1,1,1,1,1,1,0,1
"K00299",0,0,0,0,0,0,0,0
"K00301",0,0,0,0,0,0,0,0
"K00302",0,0,0,0,0,0,0,0
"K00303",0,0,0,0,0,0,0,0
"K00304",0,0,0,0,0,0,0,0
"K00305",0,0,0,0,0,0,0,0
"K00306",0,0,0,0,0,0,1,0
"K00311",0,0,0,0,0,0,0,0
"K00313",0,0,0,0,0,0,0,0
"K00315",0,0,0,0,0,0,0,0
"K00317",0,0,0,0,0,0,0,0
"K00318",0,0,0,0,0,0,0,0
"K00320",0,0,0,0,0,0,0,0
"K00322",0,0,0,0,0,0,0,0
